current,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
658,2150990,Siva Kumar Sastry Hari and Sarita V. Adve and Helia  Naeimi and Pradeep  Ramachandran,,,,Relyzer: Exploiting Application-level Fault Equivalence to Analyze Application Resiliency to Transient Faults,123--134,,12,"architecture, hardware reliability evaluation, low-cost hardware resiliency, silent data corruption, transient faults",10.1145/2248487.2150990,SIGPLAN Not.,12-Apr,47,4,,March,2012,0362-1340,,,,,,ACM,"New York, NY, USA"
659,1659228,Adir  Even and G.  Shankaranarayanan,,,,Dual Assessment of Data Quality in Customer Databases,15:1--15:29,15,29,"CRM, Data quality, customer relationship management, databases, information value, total data quality management",10.1145/1659225.1659228,J. Data and Information Quality,9-Dec,1,3,,December,2009,1936-1955,,,,,,ACM,"New York, NY, USA"
660,2522727,Tianyin  Xu and Jiaqi  Zhang and Peng  Huang and Jing  Zheng and Tianwei  Sheng and Ding  Yuan and Yuanyuan  Zhou and Shankar  Pasupathy,,,,Do Not Blame Users for Misconfigurations,244--259,,16,"constraint, inference, misconfiguration, testing, vulnerability",10.1145/2517349.2522727,,,,,,,2013,,Proceedings of the Twenty-Fourth ACM Symposium on Operating Systems Principles,SOSP '13,,978-1-4503-2388-8,"Farminton, Pennsylvania",ACM,"New York, NY, USA"
661,1527035,Justyna  Zander-Nowicka,,,,Quality Assurance of Automotive Hybrid Embedded Software,1--4,,4,"failure management, hybrid embedded software, model-in-the-loop, quality assurance, simulation, simulink, testing",10.1145/1527033.1527035,,,,,,,2009,,Proceedings of the Warm Up Workshop for ACM/IEEE ICSE 2010,WUP '09,,978-1-60558-565-9,"Cape Town, South Africa",ACM,"New York, NY, USA"
662,1295082,Olga  Ormandjieva and Ishrar  Hussain and Leila  Kosseim,,,,Toward a Text Classification System for the Quality Assessment of Software Requirements Written in Natural Language,39--45,,7,"human annotation, natural language processing, quality assessment, requirements engineering, text classification techniques",10.1145/1295074.1295082,,,,,,,2007,,Fourth International Workshop on Software Quality Assurance: In Conjunction with the 6th ESEC/FSE Joint Meeting,SOQUA '07,,978-1-59593-724-7,"Dubrovnik, Croatia",ACM,"New York, NY, USA"
663,1321695,Xun  Yuan and Myra  Cohen and Atif M. Memon,,,,Covering Array Sampling of Input Event Sequences for Automated Gui Testing,405--408,,4,"GUI testing, covering arrays, event driven software",10.1145/1321631.1321695,,,,,,,2007,,Proceedings of the Twenty-second IEEE/ACM International Conference on Automated Software Engineering,ASE '07,,978-1-59593-882-4,"Atlanta, Georgia, USA",ACM,"New York, NY, USA"
664,2209296,Etem  Deniz and Alper  Sen and Jim  Holt,,,,Verification and Coverage of Message Passing Multicore Applications,23:1--23:31,23,31,"Multicore software, coverage, message passing communication, mutation testing, predictive verification",10.1145/2209291.2209296,ACM Trans. Des. Autom. Electron. Syst.,12-Jun,17,3,,July,2012,1084-4309,,,,,,ACM,"New York, NY, USA"
665,2020463,Rayid  Ghani and Mohit  Kumar,,,,Interactive Learning for Efficiently Detecting Errors in Insurance Claims,325--333,,9,"budgeted learning, cost sensitive learning, error detection, health insurance claims, interactive machine learning, quality control",10.1145/2020408.2020463,,,,,,,2011,,Proceedings of the 17th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '11,,978-1-4503-0813-7,"San Diego, California, USA",ACM,"New York, NY, USA"
666,944653,Haobo  Yu and Andreas  Gerstlauer and Daniel  Gajski,,,,RTOS Scheduling in Transaction Level Models,31--36,,6,"RTOS, SpecC, model, system design",10.1145/944645.944653,,,,,,,2003,,Proceedings of the 1st IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis,CODES+ISSS '03,,1-58113-742-7,"Newport Beach, CA, USA",ACM,"New York, NY, USA"
667,1321234,K.  Ayari and P.  Meshkinfam and G.  Antoniol and M.  Di Penta,,,,Threats on Building Models from CVS and Bugzilla Repositories: The Mozilla Case Study,215--228,,14,"bug report and CVS mining, empirical study, evolution modeling, quality modeling, traceability recovery",10.1145/1321211.1321234,,,,,,,2007,,Proceedings of the 2007 Conference of the Center for Advanced Studies on Collaborative Research,CASCON '07,,,"Richmond Hill, Ontario, Canada",IBM Corp.,"Riverton, NJ, USA"
668,1342231,Ajit Ashok Shenvi,,,,Design for Six Sigma: Software Product Quality,97--106,,10,"CTQs, DFSS, FMEA, black belt, cost of non-quality, risk-benefit, voice of customer",10.1145/1342211.1342231,,,,,,,2008,,Proceedings of the 1st India Software Engineering Conference,ISEC '08,,978-1-59593-917-3,"Hyderabad, India",ACM,"New York, NY, USA"
669,1145342,Jayant  DeSouza and Bob  Kuhn and Bronis R. de Supinski and Victor  Samofalov and Sergey  Zheltov and Stanislav  Bratanov,,,,"Automated, Scalable Debugging of MPI Programs with Intel&Reg; Message Checker",78--82,,5,"MPI, MPI implementation validation, MPI standard checking, automated and scalable debugging, correctness/confidence tools, protocol verification",10.1145/1145319.1145342,,,,,,,2005,,Proceedings of the Second International Workshop on Software Engineering for High Performance Computing System Applications,SE-HPCS '05,,1-59593-117-1,"St. Louis, Missouri",ACM,"New York, NY, USA"
670,1450093,Eric  Eide and John  Regehr,,,,"Volatiles Are Miscompiled, and What to Do About It",255--264,,10,"automated testing, compiler defect, compiler testing, random program generation, random testing, volatile",10.1145/1450058.1450093,,,,,,,2008,,Proceedings of the 8th ACM International Conference on Embedded Software,EMSOFT '08,,978-1-60558-468-3,"Atlanta, GA, USA",ACM,"New York, NY, USA"
671,2108152,Vibha  Gaur and Anuja  Soni,,,,Analytical Inference Model for Prediction and Customization of Inter-agent Dependency Requirements,1--11,,11,"adaptive neuro fuzzy inference system (ANFIS), analytical inference model (AIM), degree of dependency (DoD), mamdani fuzzy inference system (MFIS), multi-agent system (MAS), sugeno fuzzy inference system (SFIS)",10.1145/2108144.2108152,SIGSOFT Softw. Eng. Notes,12-Mar,37,2,,April,2012,0163-5948,,,,,,ACM,"New York, NY, USA"
672,2486912,Ganesh  Samarthyam and Girish  Suryanarayana and Tushar  Sharma and Shrinath  Gupta,,,,MIDAS: A Design Quality Assessment Method for Industrial Software,911--920,,10,,,,,,,,,2013,,Proceedings of the 2013 International Conference on Software Engineering,ICSE '13,,978-1-4673-3076-3,"San Francisco, CA, USA",IEEE Press,"Piscataway, NJ, USA"
673,1456365,Karen  Scarfone and Peter  Mell,,,,Vulnerability Scoring for Security Configuration Settings,3--8,,6,"common configuration scoring system (ccss), common vulnerability scoring system (cvss), risk assessment, security configuration, vulnerability, vulnerability scoring",10.1145/1456362.1456365,,,,,,,2008,,Proceedings of the 4th ACM Workshop on Quality of Protection,QoP '08,,978-1-60558-321-1,"Alexandria, Virginia, USA",ACM,"New York, NY, USA"
674,1985366,Nico  Zazworka and Michele A. Shaw and Forrest  Shull and Carolyn  Seaman,,,,Investigating the Impact of Design Debt on Software Quality,17--23,,7,"code smells, design debt, god class, maintainability, refactoring, technical debt",10.1145/1985362.1985366,,,,,,,2011,,Proceedings of the 2Nd Workshop on Managing Technical Debt,MTD '11,,978-1-4503-0586-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
675,2467729,Hendrik  Sch&#246;neberg and Hans-G&#252;nter  Schmidt and Winfried  H&#246;hn,,,,"A Scalable, Distributed and Dynamic Workflow System for Digitization Processes",359--362,,4,"AKKA, data mining, digital library, digitization, distributed, dynamic computing, event-driven design, fault-tolerance, information retrieval, metadata extraction, workflow",10.1145/2467696.2467729,,,,,,,2013,,Proceedings of the 13th ACM/IEEE-CS Joint Conference on Digital Libraries,JCDL '13,,978-1-4503-2077-1,"Indianapolis, Indiana, USA",ACM,"New York, NY, USA"
676,1146885,Matthias  Fischmann,,,,Modelling Reputation-based Resource Pooling in P2P Systems,,38,,"incentive systems, modelling of P2P systems, quality of service, reputation systems",10.1145/1146847.1146885,,,,,,,2006,,Proceedings of the 1st International Conference on Scalable Information Systems,InfoScale '06,,1-59593-428-6,Hong Kong,ACM,"New York, NY, USA"
677,1859015,Marouane  Kessentini and St&#233;phane  Vaucher and Houari  Sahraoui,,,,Deviance from Perfection is a Better Criterion Than Closeness to Evil when Identifying Risky Code,113--122,,10,"artificial immune systems, design defects, maintenance",10.1145/1858996.1859015,,,,,,,2010,,Proceedings of the IEEE/ACM International Conference on Automated Software Engineering,ASE '10,,978-1-4503-0116-9,"Antwerp, Belgium",ACM,"New York, NY, USA"
678,2664405,Umut  Tekin and Ural  Erdemir and Feza  Buzluca,,,,Mining Object-oriented Design Models for Detecting Identical Design Structures,43--49,,7,"clones, graph mining, identical design structures, pattern extraction, software design models, software motifs",,,,,,,,2012,,Proceedings of the 6th International Workshop on Software Clones,IWSC '12,,978-1-4673-1795-5,"Zurich, Switzerland",IEEE Press,"Piscataway, NJ, USA"
679,337391,John  Lach and William H. Mangione-Smith and Miodrag  Potkonjak,,,,"Efficient Error Detection, Localization, and Correction for FPGA-based Debugging",207--212,,6,,10.1145/337292.337391,,,,,,,2000,,Proceedings of the 37th Annual Design Automation Conference,DAC '00,,1-58113-187-9,"Los Angeles, California, USA",ACM,"New York, NY, USA"
680,1113843,George A. Reis and Jonathan  Chang and Neil  Vachharajani and Ram  Rangan and David I. August and Shubhendu S. Mukherjee,,,,Software-controlled Fault Tolerance,366--396,,31,"Software-controlled fault tolerance, fault detection, reliability",10.1145/1113841.1113843,ACM Trans. Archit. Code Optim.,5-Dec,2,4,,December,2005,1544-3566,,,,,,ACM,"New York, NY, USA"
681,966240,Sheldon X. Liang and Valdis Berzins Luqi,,,,Quantifiable Architecting of Dependable Systems of Embedded Systems,7--7,,1,"compatible composition and compositional patterns, quality attributes, quantifiable architecture and assessment",10.1145/966221.966240,SIGSOFT Softw. Eng. Notes,3-Nov,28,6,,November,2003,0163-5948,,,,,,ACM,"New York, NY, USA"
682,1961289,Jean-Marc  Desharnais and Alain  April,,,,Software Maintenance Productivity and Maturity,121--125,,5,"S3m, maturity model, productivity measures, software maintenance",10.1145/1961258.1961289,,,,,,,2010,,Proceedings of the 11th International Conference on Product Focused Software,PROFES '10,,978-1-4503-0281-4,"Limerick, Ireland",ACM,"New York, NY, USA"
683,989931,Jan  L&#246;nnberg and Ari  Korhonen and Lauri  Malmi,,,,MVT: A System for Visual Testing of Software,385--388,,4,"algorithm simulation, bytecode instrumentation, execution history logging, visual debugging, visual testing",10.1145/989863.989931,,,,,,,2004,,Proceedings of the Working Conference on Advanced Visual Interfaces,AVI '04,,1-58113-867-9,"Gallipoli, Italy",ACM,"New York, NY, USA"
684,999413,,,,,Behavior Capture and Test for Verifying Evolving Component-Based Systems,78--80,,3,Run-time veri.cation of evolving component-based systems,,,,,,,,2004,,Proceedings of the 26th International Conference on Software Engineering,ICSE '04,,0-7695-2163-0,,IEEE Computer Society,"Washington, DC, USA"
685,1621958,Ga&#235;l  de Chalendar and Damien  Nouvel,,,,Modular Resource Development and Diagnostic Evaluation Framework for Fast NLP System Improvement,65--73,,9,,,,,,,,,2009,,"Proceedings of the Workshop on Software Engineering, Testing, and Quality Assurance for Natural Language Processing",SETQA-NLP '09,,978-1-932432-32-9,"Boulder, Colorado",Association for Computational Linguistics,"Stroudsburg, PA, USA"
686,1394507,Raoul Praful Jetley and Paul L. Jones and Paul  Anderson,,,,Static Analysis of Medical Device Software Using CodeSonar,22--29,,8,,10.1145/1394504.1394507,,,,,,,2008,,Proceedings of the 2008 Workshop on Static Analysis,SAW '08,,978-1-59593-924-1,"Tucson, Arizona",ACM,"New York, NY, USA"
687,1985364,Ariadi  Nugroho and Joost  Visser and Tobias  Kuipers,,,,An Empirical Model of Technical Debt and Interest,1--8,,8,"cost, effort, estimation, maintenance, measurement, software economics",10.1145/1985362.1985364,,,,,,,2011,,Proceedings of the 2Nd Workshop on Managing Technical Debt,MTD '11,,978-1-4503-0586-0,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
688,1594164,Javier  Tuya and M. Jos&#233; Su&#225;rez-Cabal and Claudio  de la Riva,,,,Query-aware Shrinking Test Databases,6:1--6:6,6,6,"MC/DC, SQL coverage, data reduction, database testing, software testing, test-suite reduction",10.1145/1594156.1594164,,,,,,,2009,,Proceedings of the Second International Workshop on Testing Database Systems,DBTest '09,,978-1-60558-706-6,"Providence, Rhode Island",ACM,"New York, NY, USA"
689,1217020,Egor  Bondarev and Michel R. V. Chaudron and Erwin A. de Kock,,,,Exploring Performance Trade-offs of a JPEG Decoder Using the Deepcompass Framework,153--163,,11,"JPEG decoder, component models, component-based systems, design trade-offs, model synthesis, performance prediction, simulation, software, system architecture",10.1145/1216993.1217020,,,,,,,2007,,Proceedings of the 6th International Workshop on Software and Performance,WOSP '07,,1-59593-297-6,"Buenes Aires, Argentina",ACM,"New York, NY, USA"
690,1187443,Giovanni  Mella and Elena  Ferrari and Elisa  Bertino and Yunhua  Koglin,,,,Controlled and Cooperative Updates of XML Documents in Byzantine and Failure-prone Distributed Systems,421--460,,40,"Byzantine and distributed systems, XML documents, policy languages, updates",10.1145/1187441.1187443,ACM Trans. Inf. Syst. Secur.,6-Nov,9,4,,November,2006,1094-9224,,,,,,ACM,"New York, NY, USA"
691,1985452,Benjamin  Biegel and Quinten David Soetens and Willi  Hornig and Stephan  Diehl and Serge  Demeyer,,,,Comparison of Similarity Metrics for Refactoring Detection,53--62,,10,"code clones, mining software repositories, refactoring, replication experiment, similarity metrics, software evolution",10.1145/1985441.1985452,,,,,,,2011,,Proceedings of the 8th Working Conference on Mining Software Repositories,MSR '11,,978-1-4503-0574-7,"Waikiki, Honolulu, HI, USA",ACM,"New York, NY, USA"
692,1140346,Robin  Abraham and Martin  Erwig,,,,Type Inference for Spreadsheets,73--84,,12,"end-user software engineering, templates, type inference",10.1145/1140335.1140346,,,,,,,2006,,Proceedings of the 8th ACM SIGPLAN International Conference on Principles and Practice of Declarative Programming,PPDP '06,,1-59593-388-3,"Venice, Italy",ACM,"New York, NY, USA"
693,1248881,Sunghun  Kim and Thomas  Zimmermann and E. James Whitehead Jr. and Andreas  Zeller,,,,Predicting Faults from Cached History,489--498,,10,,10.1109/ICSE.2007.66,,,,,,,2007,,Proceedings of the 29th International Conference on Software Engineering,ICSE '07,,0-7695-2828-7,,IEEE Computer Society,"Washington, DC, USA"
694,2063241,Matthew  Arnold and Martin  Vechev and Eran  Yahav,,,,QVM: An Efficient Runtime for Detecting Defects in Deployed Systems,2:1--2:35,2,35,"Virtual machines, debugging, diagnosis, heap assertions, typestate",10.1145/2063239.2063241,ACM Trans. Softw. Eng. Methodol.,11-Dec,21,1,,December,2011,1049-331X,,,,,,ACM,"New York, NY, USA"
695,2485426,Kai  Hu and Bang-Ning  Hsu and Andrew  Madison and Krishnendu  Chakrabarty and Richard  Fair,,,,"Fault Detection, Real-time Error Recovery, and Experimental Demonstration for Digital Microfluidic Biochips",559--564,,6,,,,,,,,,2013,,"Proceedings of the Conference on Design, Automation and Test in Europe",DATE '13,,978-1-4503-2153-2,"Grenoble, France",EDA Consortium,"San Jose, CA, USA"
696,2509540,Nick  Mitchell and Peter F. Sweeney,,,,On-the-fly Capacity Planning,849--866,,18,"capacity planning, expert system, inference, performance tuning",10.1145/2544173.2509540,SIGPLAN Not.,13-Oct,48,10,,October,2013,0362-1340,,,,,,ACM,"New York, NY, USA"
697,1866068,Kuang  Chen and Joseph M. Hellerstein and Tapan S. Parikh,,,,Designing Adaptive Feedback for Improving Data Entry Accuracy,239--248,,10,"adaptive interface, data entry, data quality, form design, repetitive task",10.1145/1866029.1866068,,,,,,,2010,,Proceedings of the 23Nd Annual ACM Symposium on User Interface Software and Technology,UIST '10,,978-1-4503-0271-5,"New York, New York, USA",ACM,"New York, NY, USA"
